tokenID,name,description,file_name,attributes[Species],attributes[Body],attributes[Beak],attributes[Beak Style],attributes[Eyes],attributes[Eye Style],attributes[Cheeks],attributes[Crest],attributes[Crest Color],attributes[Crown],attributes[Crown Color],attributes[Accessory]
3564,Robingoose #3564,Honk honk,goose_3564.png,Goose,Sky Blue,Red,Open,Black,Solid,Yes,Yes,Sky Blue,No,None,No
3565,Robingoose #3565,Honk honk,goose_3565.png,Goose,Yellow,Orange,Open,Red,Two Tone,No,No,None,No,None,Yes
3566,Robingoose #3566,Honk honk,goose_3566.png,Goose,Red,Purple,Open,Turquoise,Two Tone,No,Yes,Red,No,None,No
3567,Robingoose #3567,Honk honk,goose_3567.png,Goose,Purple,Lime,Open,Orange,Two Tone,No,No,None,No,None,Yes
3568,Robingoose #3568,Honk honk,goose_3568.png,Goose,Pink,Purple,Closed,White,Two Tone,No,Yes,Pink,No,None,Yes
3569,Robingoose #3569,Honk honk,goose_3569.png,Goose,Pink,White,Open,Black,Solid,Yes,No,None,No,None,No
3570,Robingoose #3570,Honk honk,goose_3570.png,Goose,Pink,Salmon,Open,Black,Solid,Yes,Yes,Coral,No,None,No
3571,Robingoose #3571,Honk honk,goose_3571.png,Goose,Coral,Orange,Closed,Black,Solid,No,Yes,Purple,No,None,No
3572,Robingoose #3572,Honk honk,goose_3572.png,Goose,Purple,Orange,Closed,Blue,Two Tone,No,Yes,Purple,No,None,No
3573,Robingoose #3573,Honk honk,goose_3573.png,Goose,Yellow,Turquoise,Closed,Green,Two Tone,No,No,None,No,None,No
3574,Robingoose #3574,Honk honk,goose_3574.png,Goose,Red,Coral,Open,Black,Solid,No,No,None,No,None,No
3575,Robingoose #3575,Honk honk,goose_3575.png,Goose,Yellow,Salmon,Closed,Coral,Two Tone,No,No,None,No,None,No
3576,Robingoose #3576,Honk honk,goose_3576.png,Goose,Coral,Green,Closed,Lime,Two Tone,No,No,None,No,None,Yes
3577,Robingoose #3577,Honk honk,goose_3577.png,Goose,Sky Blue,Yellow,Closed,Black,Solid,No,Yes,Lime,No,None,No
3578,Robingoose #3578,Honk honk,goose_3578.png,Goose,Sky Blue,Orange,Open,Black,Solid,Yes,Yes,Pink,No,None,No
3579,Robingoose #3579,Honk honk,goose_3579.png,Goose,Pink,Yellow,Closed,Orange,Two Tone,No,No,None,Yes,Black,No
3580,Robingoose #3580,Honk honk,goose_3580.png,Goose,Black,Sky Blue,Open,Red,Solid,Yes,Yes,Orange,No,None,No
3581,Robingoose #3581,Honk honk,goose_3581.png,Goose,Blue,Black,Open,Orange,Two Tone,No,No,None,Yes,Yellow,No
3582,Robingoose #3582,Honk honk,goose_3582.png,Goose,Purple,Yellow,Open,Orange,Two Tone,No,No,None,Yes,Black,No
3583,Robingoose #3583,Honk honk,goose_3583.png,Goose,White,Yellow,Closed,Purple,Two Tone,No,No,None,Yes,Black,No
3584,Robingoose #3584,Honk honk,goose_3584.png,Goose,Lime,Orange,Closed,Blue,Two Tone,No,Yes,Lime,No,None,Yes
3585,Robingoose #3585,Honk honk,goose_3585.png,Goose,White,Salmon,Open,Green,Two Tone,Yes,No,None,Yes,Yellow,No
3586,Robingoose #3586,Honk honk,goose_3586.png,Goose,Green,Orange,Closed,Purple,Two Tone,No,No,None,No,None,No
3587,Robingoose #3587,Honk honk,goose_3587.png,Goose,Red,Yellow,Open,Salmon,Two Tone,No,No,None,Yes,Yellow,No
3588,Robingoose #3588,Honk honk,goose_3588.png,Goose,Pink,Yellow,Open,Black,Solid,Yes,Yes,Coral,No,None,No
3589,Robingoose #3589,Honk honk,goose_3589.png,Goose,Sky Blue,White,Open,Yellow,Two Tone,Yes,Yes,Black,No,None,No
3590,Robingoose #3590,Honk honk,goose_3590.png,Goose,White,Coral,Open,Black,Solid,No,Yes,White,No,None,No
3591,Robingoose #3591,Honk honk,goose_3591.png,Goose,Salmon,Green,Closed,Black,Solid,No,Yes,Salmon,No,None,No
3592,Robingoose #3592,Honk honk,goose_3592.png,Goose,Salmon,Lime,Open,Purple,Two Tone,Yes,No,None,No,None,No
3593,Robingoose #3593,Honk honk,goose_3593.png,Goose,Blue,Coral,Closed,Black,Solid,No,Yes,Blue,No,None,No
3594,Robingoose #3594,Honk honk,goose_3594.png,Goose,Black,Salmon,Open,Red,Solid,No,No,None,No,None,No
3595,Robingoose #3595,Honk honk,goose_3595.png,Goose,Pink,White,Closed,Black,Solid,No,Yes,Sky Blue,No,None,No
3596,Robingoose #3596,Honk honk,goose_3596.png,Goose,Purple,Lime,Open,Black,Solid,No,Yes,Purple,No,None,No
3597,Robingoose #3597,Honk honk,goose_3597.png,Goose,White,Yellow,Open,Red,Two Tone,No,No,None,No,None,No
3598,Robingoose #3598,Honk honk,goose_3598.png,Goose,White,Green,Open,Pink,Two Tone,No,No,None,Yes,Black,No
3599,Robingoose #3599,Honk honk,goose_3599.png,Goose,Purple,Orange,Closed,White,Two Tone,No,No,None,Yes,Yellow,No
3600,Robingoose #3600,Honk honk,goose_3600.png,Goose,Red,Purple,Closed,Black,Solid,No,Yes,Red,No,None,No
3601,Robingoose #3601,Honk honk,goose_3601.png,Goose,Pink,Orange,Closed,Purple,Two Tone,No,Yes,Pink,No,None,No
3602,Robingoose #3602,Honk honk,goose_3602.png,Goose,Black,Orange,Open,Red,Solid,No,Yes,Black,No,None,No
3603,Robingoose #3603,Honk honk,goose_3603.png,Goose,Coral,Orange,Closed,Blue,Two Tone,No,No,None,Yes,Black,No
3604,Robingoose #3604,Honk honk,goose_3604.png,Goose,White,Lime,Closed,Orange,Two Tone,No,No,None,No,None,No
3605,Robingoose #3605,Honk honk,goose_3605.png,Goose,Blue,Yellow,Open,Black,Solid,No,Yes,Red,No,None,No
3606,Robingoose #3606,Honk honk,goose_3606.png,Goose,Lime,Black,Closed,Orange,Two Tone,No,Yes,Lime,No,None,No
3607,Robingoose #3607,Honk honk,goose_3607.png,Goose,Lime,Coral,Open,White,Two Tone,Yes,Yes,Turquoise,No,None,No
3608,Robingoose #3608,Honk honk,goose_3608.png,Goose,Blue,Coral,Open,Black,Solid,Yes,No,None,No,None,No
3609,Robingoose #3609,Honk honk,goose_3609.png,Goose,White,Purple,Closed,Black,Solid,No,Yes,Coral,No,None,No
3610,Robingoose #3610,Honk honk,goose_3610.png,Goose,Orange,Yellow,Closed,Green,Two Tone,No,No,None,No,None,Yes
3611,Robingoose #3611,Honk honk,goose_3611.png,Goose,White,Black,Open,Lime,Solid,No,No,None,No,None,No
3612,Robingoose #3612,Honk honk,goose_3612.png,Goose,Green,Lime,Closed,Black,Solid,No,Yes,Green,No,None,No
3613,Robingoose #3613,Honk honk,goose_3613.png,Goose,Coral,Sky Blue,Open,Black,Solid,Yes,No,None,No,None,No
3614,Robingoose #3614,Honk honk,goose_3614.png,Goose,White,Yellow,Open,Blue,Two Tone,No,No,None,No,None,No
3615,Robingoose #3615,Honk honk,goose_3615.png,Goose,Black,Yellow,Closed,Pink,Two Tone,No,No,None,No,None,Yes
3616,Robingoose #3616,Honk honk,goose_3616.png,Goose,Salmon,Pink,Open,Orange,Two Tone,No,No,None,No,None,No
3617,Robingoose #3617,Honk honk,goose_3617.png,Goose,Blue,Purple,Closed,Salmon,Two Tone,No,No,None,Yes,Yellow,No
3618,Robingoose #3618,Honk honk,goose_3618.png,Goose,Red,Yellow,Closed,Salmon,Two Tone,No,No,None,Yes,Yellow,No
3619,Robingoose #3619,Honk honk,goose_3619.png,Goose,Pink,Salmon,Open,Black,Solid,Yes,No,None,No,None,No
3620,Robingoose #3620,Honk honk,goose_3620.png,Goose,Black,Purple,Open,White,Two Tone,No,No,None,Yes,Yellow,No
3621,Robingoose #3621,Honk honk,goose_3621.png,Goose,White,Yellow,Open,Sky Blue,Two Tone,No,Yes,White,No,None,Yes
3622,Robingoose #3622,Honk honk,goose_3622.png,Goose,Orange,Sky Blue,Closed,Coral,Two Tone,No,No,None,Yes,Black,No
3623,Robingoose #3623,Honk honk,goose_3623.png,Goose,White,Turquoise,Open,Salmon,Two Tone,Yes,No,None,No,None,Yes
3624,Robingoose #3624,Honk honk,goose_3624.png,Goose,White,Sky Blue,Closed,Purple,Two Tone,No,Yes,White,No,None,Yes
3625,Robingoose #3625,Honk honk,goose_3625.png,Goose,White,Green,Open,Pink,Two Tone,Yes,No,None,Yes,Yellow,No
3626,Robingoose #3626,Honk honk,goose_3626.png,Goose,Green,Black,Open,Red,Solid,No,Yes,Green,No,None,No
3627,Robingoose #3627,Honk honk,goose_3627.png,Goose,White,Pink,Closed,Black,Solid,No,Yes,Black,No,None,No
3628,Robingoose #3628,Honk honk,goose_3628.png,Goose,White,Yellow,Open,Blue,Two Tone,No,No,None,No,None,Yes
3629,Robingoose #3629,Honk honk,goose_3629.png,Goose,Pink,Blue,Open,Black,Solid,Yes,Yes,Pink,No,None,No
3630,Robingoose #3630,Honk honk,goose_3630.png,Goose,Yellow,Orange,Open,Sky Blue,Two Tone,No,No,None,No,None,Yes
3631,Robingoose #3631,Honk honk,goose_3631.png,Goose,Turquoise,Yellow,Closed,Coral,Two Tone,No,Yes,White,No,None,No
3632,Robingoose #3632,Honk honk,goose_3632.png,Goose,White,Yellow,Open,Orange,Two Tone,Yes,No,None,Yes,Yellow,No
3633,Robingoose #3633,Honk honk,goose_3633.png,Goose,White,Yellow,Closed,Red,Two Tone,No,No,None,No,None,Yes
3634,Robingoose #3634,Honk honk,goose_3634.png,Goose,Lime,Purple,Open,Black,Solid,Yes,No,None,No,None,No
3635,Robingoose #3635,Honk honk,goose_3635.png,Goose,Lime,Green,Open,Black,Solid,No,No,None,No,None,No
3636,Robingoose #3636,Honk honk,goose_3636.png,Goose,Purple,Orange,Closed,Yellow,Two Tone,No,Yes,Purple,No,None,No
3637,Robingoose #3637,Honk honk,goose_3637.png,Goose,Sky Blue,Orange,Open,Purple,Two Tone,Yes,No,None,No,None,Yes
3638,Robingoose #3638,Honk honk,goose_3638.png,Goose,White,Green,Closed,Lime,Two Tone,No,No,None,No,None,No
3639,Robingoose #3639,Honk honk,goose_3639.png,Goose,White,Orange,Closed,Black,Solid,No,Yes,Pink,No,None,No
3640,Robingoose #3640,Honk honk,goose_3640.png,Goose,Sky Blue,Orange,Open,Black,Solid,No,Yes,Turquoise,No,None,No
3641,Robingoose #3641,Honk honk,goose_3641.png,Goose,White,Yellow,Closed,Red,Two Tone,No,No,None,Yes,Black,No
3642,Robingoose #3642,Honk honk,goose_3642.png,Goose,Red,Pink,Open,Black,Solid,Yes,Yes,Red,No,None,No
3643,Robingoose #3643,Honk honk,goose_3643.png,Goose,Lime,Orange,Open,Black,Solid,No,Yes,Orange,No,None,No
3644,Robingoose #3644,Honk honk,goose_3644.png,Goose,Purple,Black,Open,Lime,Solid,Yes,Yes,Purple,No,None,No
3645,Robingoose #3645,Honk honk,goose_3645.png,Goose,Lime,Sky Blue,Open,Black,Solid,No,Yes,Lime,No,None,No
3646,Robingoose #3646,Honk honk,goose_3646.png,Goose,Purple,Yellow,Closed,Black,Solid,No,Yes,Orange,No,None,No
3647,Robingoose #3647,Honk honk,goose_3647.png,Goose,Sky Blue,Lime,Open,Black,Solid,Yes,No,None,No,None,No
3648,Robingoose #3648,Honk honk,goose_3648.png,Goose,Coral,Orange,Closed,Red,Two Tone,No,Yes,Salmon,No,None,No
3649,Robingoose #3649,Honk honk,goose_3649.png,Goose,Red,Lime,Open,Green,Two Tone,Yes,No,None,Yes,Yellow,No
3650,Robingoose #3650,Honk honk,goose_3650.png,Goose,Yellow,Orange,Closed,White,Two Tone,No,Yes,Turquoise,No,None,No
3651,Robingoose #3651,Honk honk,goose_3651.png,Goose,Yellow,Salmon,Open,White,Two Tone,Yes,No,None,No,None,No
3652,Robingoose #3652,Honk honk,goose_3652.png,Goose,Turquoise,Red,Closed,Coral,Two Tone,No,No,None,No,None,No
3653,Robingoose #3653,Honk honk,goose_3653.png,Goose,Sky Blue,Red,Open,Yellow,Two Tone,Yes,No,None,No,None,No
3654,Robingoose #3654,Honk honk,goose_3654.png,Goose,Coral,Sky Blue,Open,Black,Solid,Yes,Yes,Coral,No,None,No
3655,Robingoose #3655,Honk honk,goose_3655.png,Goose,Red,Orange,Open,Yellow,Two Tone,Yes,No,None,No,None,Yes
3656,Robingoose #3656,Honk honk,goose_3656.png,Goose,Pink,Purple,Open,Red,Two Tone,No,Yes,Pink,No,None,No
3657,Robingoose #3657,Honk honk,goose_3657.png,Goose,White,Orange,Open,Green,Two Tone,No,No,None,No,None,Yes
3658,Robingoose #3658,Honk honk,goose_3658.png,Goose,Black,Yellow,Open,White,Two Tone,Yes,Yes,Black,No,None,No
3659,Robingoose #3659,Honk honk,goose_3659.png,Goose,White,Blue,Closed,Green,Two Tone,No,No,None,No,None,No
3660,Robingoose #3660,Honk honk,goose_3660.png,Goose,Black,Green,Closed,Coral,Two Tone,No,Yes,Black,No,None,No
3661,Robingoose #3661,Honk honk,goose_3661.png,Goose,Coral,Yellow,Open,Red,Two Tone,Yes,No,None,No,None,No
3662,Robingoose #3662,Honk honk,goose_3662.png,Goose,Lime,Orange,Open,Salmon,Two Tone,Yes,No,None,No,None,Yes
3663,Robingoose #3663,Honk honk,goose_3663.png,Goose,Yellow,Pink,Open,Black,Solid,Yes,No,None,No,None,No
3664,Robingoose #3664,Honk honk,goose_3664.png,Goose,Salmon,Sky Blue,Open,Blue,Two Tone,Yes,No,None,No,None,Yes
3665,Robingoose #3665,Honk honk,goose_3665.png,Goose,Orange,Yellow,Open,Purple,Two Tone,No,No,None,Yes,Black,No
3666,Robingoose #3666,Honk honk,goose_3666.png,Goose,Turquoise,Black,Open,Coral,Solid,Yes,No,None,No,None,No
3667,Robingoose #3667,Honk honk,goose_3667.png,Goose,White,Sky Blue,Closed,Pink,Two Tone,No,Yes,White,No,None,No
3668,Robingoose #3668,Honk honk,goose_3668.png,Goose,White,Salmon,Open,Red,Two Tone,No,No,None,No,None,Yes
3669,Robingoose #3669,Honk honk,goose_3669.png,Goose,Turquoise,Yellow,Closed,Black,Solid,No,Yes,White,No,None,No
3670,Robingoose #3670,Honk honk,goose_3670.png,Goose,White,Yellow,Open,Salmon,Two Tone,No,No,None,Yes,Black,No
3671,Robingoose #3671,Honk honk,goose_3671.png,Goose,Salmon,Yellow,Open,Pink,Two Tone,No,No,None,Yes,Black,No
3672,Robingoose #3672,Honk honk,goose_3672.png,Goose,Pink,White,Closed,Green,Two Tone,No,No,None,Yes,Black,No
3673,Robingoose #3673,Honk honk,goose_3673.png,Goose,Orange,Yellow,Open,Black,Solid,No,Yes,Lime,No,None,No
3674,Robingoose #3674,Honk honk,goose_3674.png,Goose,Black,Yellow,Open,White,Solid,Yes,Yes,Black,No,None,No
3675,Robingoose #3675,Honk honk,goose_3675.png,Goose,White,Green,Open,Turquoise,Two Tone,Yes,Yes,White,No,None,Yes
3676,Robingoose #3676,Honk honk,goose_3676.png,Goose,Orange,Pink,Closed,Green,Two Tone,No,No,None,No,None,Yes
3677,Robingoose #3677,Honk honk,goose_3677.png,Goose,Green,Sky Blue,Open,Coral,Two Tone,Yes,No,None,Yes,Yellow,No
3678,Robingoose #3678,Honk honk,goose_3678.png,Goose,Orange,Red,Open,Green,Two Tone,Yes,Yes,Orange,No,None,No
3679,Robingoose #3679,Honk honk,goose_3679.png,Goose,Sky Blue,Salmon,Closed,Green,Two Tone,No,Yes,Sky Blue,No,None,No
3680,Robingoose #3680,Honk honk,goose_3680.png,Goose,Sky Blue,Pink,Open,Black,Solid,Yes,No,None,No,None,No
3681,Robingoose #3681,Honk honk,goose_3681.png,Goose,Yellow,Orange,Open,Red,Two Tone,Yes,No,None,No,None,No
3682,Robingoose #3682,Honk honk,goose_3682.png,Goose,Turquoise,Yellow,Open,White,Two Tone,No,No,None,Yes,Yellow,No
3683,Robingoose #3683,Honk honk,goose_3683.png,Goose,White,Salmon,Open,Black,Solid,Yes,Yes,Coral,No,None,No
3684,Robingoose #3684,Honk honk,goose_3684.png,Goose,Lime,Orange,Open,White,Two Tone,Yes,Yes,Lime,No,None,Yes
3685,Robingoose #3685,Honk honk,goose_3685.png,Goose,Black,Orange,Open,Sky Blue,Two Tone,Yes,Yes,Black,No,None,No
3686,Robingoose #3686,Honk honk,goose_3686.png,Goose,Red,Sky Blue,Open,Black,Solid,No,No,None,No,None,No
3687,Robingoose #3687,Honk honk,goose_3687.png,Goose,Turquoise,Yellow,Closed,Red,Two Tone,No,Yes,Turquoise,No,None,No
3688,Robingoose #3688,Honk honk,goose_3688.png,Goose,Salmon,Orange,Open,White,Two Tone,Yes,No,None,No,None,Yes
3689,Robingoose #3689,Honk honk,goose_3689.png,Goose,Turquoise,Pink,Closed,Black,Solid,No,Yes,Blue,No,None,No
3690,Robingoose #3690,Honk honk,goose_3690.png,Goose,White,Coral,Closed,Turquoise,Two Tone,No,No,None,No,None,No
3691,Robingoose #3691,Honk honk,goose_3691.png,Goose,Purple,Black,Closed,Blue,Solid,No,Yes,Purple,No,None,No
3692,Robingoose #3692,Honk honk,goose_3692.png,Goose,Red,Yellow,Open,Coral,Two Tone,Yes,Yes,Red,No,None,Yes
3693,Robingoose #3693,Honk honk,goose_3693.png,Goose,Blue,Black,Open,Black,Solid,No,Yes,Blue,No,None,No
3694,Robingoose #3694,Honk honk,goose_3694.png,Goose,Pink,Red,Closed,Orange,Two Tone,No,No,None,No,None,Yes
3695,Robingoose #3695,Honk honk,goose_3695.png,Goose,Pink,Orange,Closed,Yellow,Two Tone,No,Yes,Pink,No,None,No
3696,Robingoose #3696,Honk honk,goose_3696.png,Goose,Black,White,Open,White,Solid,No,Yes,Green,No,None,No
3697,Robingoose #3697,Honk honk,goose_3697.png,Goose,Purple,Yellow,Open,Black,Solid,No,Yes,Coral,No,None,No
3698,Robingoose #3698,Honk honk,goose_3698.png,Goose,Red,Turquoise,Open,Black,Solid,Yes,Yes,Red,No,None,No
3699,Robingoose #3699,Honk honk,goose_3699.png,Goose,Pink,Yellow,Open,Sky Blue,Two Tone,No,No,None,Yes,Black,No
3700,Robingoose #3700,Honk honk,goose_3700.png,Goose,Black,Turquoise,Open,Red,Solid,Yes,No,None,No,None,No
3701,Robingoose #3701,Honk honk,goose_3701.png,Goose,Coral,Pink,Closed,Lime,Two Tone,No,Yes,Coral,No,None,No
3702,Robingoose #3702,Honk honk,goose_3702.png,Goose,Purple,Turquoise,Open,Orange,Two Tone,No,No,None,Yes,Black,No
3703,Robingoose #3703,Honk honk,goose_3703.png,Goose,Lime,Blue,Open,Black,Solid,Yes,Yes,Lime,No,None,No
3704,Robingoose #3704,Honk honk,goose_3704.png,Goose,White,Yellow,Open,Orange,Two Tone,No,No,None,Yes,Yellow,No
3705,Robingoose #3705,Honk honk,goose_3705.png,Goose,Sky Blue,Coral,Closed,Salmon,Two Tone,No,Yes,Sky Blue,No,None,No
3706,Robingoose #3706,Honk honk,goose_3706.png,Goose,Orange,Blue,Open,Black,Solid,Yes,Yes,Orange,No,None,No
3707,Robingoose #3707,Honk honk,goose_3707.png,Goose,Turquoise,Yellow,Open,Red,Two Tone,Yes,No,None,Yes,Black,No
3708,Robingoose #3708,Honk honk,goose_3708.png,Goose,Orange,Black,Open,Green,Solid,No,Yes,Blue,No,None,No
3709,Robingoose #3709,Honk honk,goose_3709.png,Goose,Blue,Pink,Open,Black,Solid,No,No,None,No,None,No
3710,Robingoose #3710,Honk honk,goose_3710.png,Goose,Coral,Black,Closed,Lime,Two Tone,No,No,None,No,None,Yes
3711,Robingoose #3711,Honk honk,goose_3711.png,Goose,Black,Yellow,Open,Sky Blue,Two Tone,No,No,None,Yes,Yellow,No
3712,Robingoose #3712,Honk honk,goose_3712.png,Goose,White,Green,Open,Purple,Two Tone,Yes,Yes,Coral,No,None,No
3713,Robingoose #3713,Honk honk,goose_3713.png,Goose,Lime,Blue,Open,Purple,Two Tone,No,Yes,Lime,No,None,No
3714,Robingoose #3714,Honk honk,goose_3714.png,Goose,Coral,Pink,Closed,Black,Solid,No,Yes,Coral,No,None,No
3715,Robingoose #3715,Honk honk,goose_3715.png,Goose,Coral,Black,Closed,Purple,Two Tone,No,Yes,Coral,No,None,No
3716,Robingoose #3716,Honk honk,goose_3716.png,Goose,Turquoise,White,Open,Black,Solid,Yes,No,None,No,None,No
3717,Robingoose #3717,Honk honk,goose_3717.png,Goose,Red,Green,Open,Black,Solid,No,Yes,Pink,No,None,No
3718,Robingoose #3718,Honk honk,goose_3718.png,Goose,Coral,Sky Blue,Closed,Salmon,Two Tone,No,Yes,Lime,No,None,No
3719,Robingoose #3719,Honk honk,goose_3719.png,Goose,Green,Red,Open,Black,Solid,Yes,No,None,No,None,No
3720,Robingoose #3720,Honk honk,goose_3720.png,Goose,Black,Orange,Open,Turquoise,Two Tone,No,No,None,No,None,No
3721,Robingoose #3721,Honk honk,goose_3721.png,Goose,Red,Lime,Open,Black,Solid,Yes,Yes,Red,No,None,No
3722,Robingoose #3722,Honk honk,goose_3722.png,Goose,White,Black,Open,Purple,Solid,Yes,Yes,White,No,None,No
3723,Robingoose #3723,Honk honk,goose_3723.png,Goose,White,Yellow,Closed,Pink,Two Tone,No,Yes,White,No,None,Yes
3724,Robingoose #3724,Honk honk,goose_3724.png,Goose,Coral,Red,Open,Black,Solid,No,Yes,Red,No,None,No
3725,Robingoose #3725,Honk honk,goose_3725.png,Goose,Black,White,Open,Red,Solid,Yes,No,None,No,None,No
3726,Robingoose #3726,Honk honk,goose_3726.png,Goose,Sky Blue,Blue,Open,Black,Solid,No,No,None,No,None,No
3727,Robingoose #3727,Honk honk,goose_3727.png,Goose,White,Black,Closed,Pink,Solid,No,No,None,No,None,No
3728,Robingoose #3728,Honk honk,goose_3728.png,Goose,Purple,Sky Blue,Closed,Lime,Two Tone,No,Yes,Purple,No,None,No
3729,Robingoose #3729,Honk honk,goose_3729.png,Goose,Orange,Yellow,Open,Red,Two Tone,No,No,None,No,None,No
3730,Robingoose #3730,Honk honk,goose_3730.png,Goose,Black,Pink,Closed,White,Solid,No,Yes,Black,No,None,No
3731,Robingoose #3731,Honk honk,goose_3731.png,Goose,Coral,Yellow,Closed,Black,Solid,No,Yes,Orange,No,None,No
3732,Robingoose #3732,Honk honk,goose_3732.png,Goose,Green,Black,Open,Orange,Solid,No,No,None,No,None,No
3733,Robingoose #3733,Honk honk,goose_3733.png,Goose,Salmon,Blue,Open,Black,Solid,No,Yes,Salmon,No,None,No
3734,Robingoose #3734,Honk honk,goose_3734.png,Goose,White,Yellow,Closed,Salmon,Two Tone,No,Yes,Red,No,None,Yes
3735,Robingoose #3735,Honk honk,goose_3735.png,Goose,Black,Orange,Closed,Pink,Two Tone,No,No,None,No,None,Yes
3736,Robingoose #3736,Honk honk,goose_3736.png,Goose,Purple,Orange,Closed,Salmon,Two Tone,No,No,None,No,None,Yes
3737,Robingoose #3737,Honk honk,goose_3737.png,Goose,Yellow,Red,Open,White,Two Tone,No,No,None,No,None,No
3738,Robingoose #3738,Honk honk,goose_3738.png,Goose,Green,Lime,Open,Turquoise,Two Tone,No,Yes,Green,No,None,No
3739,Robingoose #3739,Honk honk,goose_3739.png,Goose,Orange,Black,Open,Blue,Two Tone,No,Yes,Orange,No,None,Yes
3740,Robingoose #3740,Honk honk,goose_3740.png,Goose,White,Turquoise,Open,Salmon,Two Tone,Yes,No,None,No,None,No
3741,Robingoose #3741,Honk honk,goose_3741.png,Goose,White,Yellow,Open,Red,Two Tone,Yes,Yes,White,No,None,Yes
3742,Robingoose #3742,Honk honk,goose_3742.png,Goose,Blue,Yellow,Open,Sky Blue,Two Tone,Yes,No,None,No,None,Yes
3743,Robingoose #3743,Honk honk,goose_3743.png,Goose,White,Green,Open,Turquoise,Two Tone,Yes,No,None,Yes,Yellow,No
3744,Robingoose #3744,Honk honk,goose_3744.png,Goose,Red,White,Open,Black,Solid,No,Yes,Red,No,None,No
3745,Robingoose #3745,Honk honk,goose_3745.png,Goose,Purple,Black,Closed,Yellow,Two Tone,No,No,None,Yes,Black,No
3746,Robingoose #3746,Honk honk,goose_3746.png,Goose,White,Pink,Closed,Black,Solid,No,Yes,Salmon,No,None,No
3747,Robingoose #3747,Honk honk,goose_3747.png,Goose,Lime,Red,Closed,Green,Two Tone,No,No,None,No,None,Yes
3748,Robingoose #3748,Honk honk,goose_3748.png,Goose,Lime,White,Open,Black,Solid,Yes,No,None,No,None,No
3749,Robingoose #3749,Honk honk,goose_3749.png,Goose,White,Pink,Open,Green,Two Tone,No,Yes,White,No,None,No
3750,Robingoose #3750,Honk honk,goose_3750.png,Goose,Orange,Green,Open,White,Two Tone,Yes,No,None,Yes,Yellow,No
3751,Robingoose #3751,Honk honk,goose_3751.png,Goose,White,Yellow,Open,Orange,Two Tone,No,Yes,White,No,None,Yes
3752,Robingoose #3752,Honk honk,goose_3752.png,Goose,Pink,Red,Closed,Purple,Two Tone,No,No,None,No,None,Yes
3753,Robingoose #3753,Honk honk,goose_3753.png,Goose,Blue,Green,Open,Pink,Two Tone,No,Yes,Yellow,No,None,No
3754,Robingoose #3754,Honk honk,goose_3754.png,Goose,Pink,Lime,Open,Blue,Two Tone,No,Yes,Pink,No,None,No
3755,Robingoose #3755,Honk honk,goose_3755.png,Goose,Blue,Yellow,Closed,White,Two Tone,No,No,None,Yes,Yellow,No
3756,Robingoose #3756,Honk honk,goose_3756.png,Goose,Pink,Black,Closed,Green,Solid,No,Yes,Pink,No,None,No
3757,Robingoose #3757,Honk honk,goose_3757.png,Goose,Salmon,Red,Open,Black,Solid,Yes,Yes,Red,No,None,No
3758,Robingoose #3758,Honk honk,goose_3758.png,Goose,Green,Orange,Open,Turquoise,Two Tone,Yes,Yes,Green,No,None,Yes
3759,Robingoose #3759,Honk honk,goose_3759.png,Goose,Coral,Red,Closed,Pink,Two Tone,No,Yes,Coral,No,None,Yes
3760,Robingoose #3760,Honk honk,goose_3760.png,Goose,Lime,Green,Open,White,Two Tone,Yes,No,None,No,None,No
